StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q73,Q68,Q38,Q33,Q34,Q21_1,Q21_2,Q21_3,Q21_4,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q30,Q32,Q34,Q36,Q36,workerId,condition,sales,salessubjpron,salesobjpron,salesposspron,salessubjproncapit
2022-03-16 07:33:27,2022-03-16 07:38:13,0,67.186.90.50,100,285,1,2022-03-16 07:38:13,R_d6b5TJ2QOvPicgx,,,,,41.8379058837890625,-88.084197998046875,anonymous,EN,A24LU0MRKT8DGJ,,"As a resident director over a dorm, we decided to hold a large thanksgiving meal for the entire dormitory. It required a full day of cooking, preparing, cleaning, serving, and work from my entire team. It was fun to participate in and help out with everything and to lead the team.","People took on the tasks they were assigned, each important to the whole project. When they were finished they came and helped with other ones so that we could work together to accomplish our goals.",3,1,2,5,5,6,7,1,1,1,1,1,2,25,1,1,4,NA,A24LU0MRKT8DGJ,cooperative,Jennifer,she,her,her,She
2022-03-16 07:32:09,2022-03-16 07:39:07,0,32.212.33.16,100,418,1,2022-03-16 07:39:07,R_3suh1BzbKiCEo1k,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,A1CLPHG1D21L3A,"The most competitive situation I have been in was when I was interviewing for a new job a for a work from home position I was told I had to create a lesson plan and the best of 5 would be hired ",,We all tried to get hired by creating a great lesson plan,4,4,1,5,5,1,2,4,4,4,4,4,2,31,2,1,5,,A1CLPHG1D21L3A,competitive,Jennifer,she,her,her,She
2022-03-16 07:33:14,2022-03-16 07:39:25,0,73.187.81.100,100,370,1,2022-03-16 07:39:25,R_1jdoeajfQzJmcYu,,,,,39.9552001953125,-76.6652984619140625,anonymous,EN,A3SEZKKY4AK5BX,,It was a class project and we are supposed to give a presentation.So we were a group of 5 people and everybody worked together inspite of difference helping each other out.,The people in our group helped each other out.they kept aside their differences and help other people with their goal,5,1,2,1,5,4,7,3,1,1,1,1,2,40,2,5,4,,A3SEZKKY4AK5BX,cooperative,Jennifer,she,her,her,She
2022-03-16 07:31:07,2022-03-16 07:39:46,0,76.91.2.1,100,519,1,2022-03-16 07:39:47,R_2PC30H7XbBDv1cH,,,,,34.1103973388671875,-118.4514007568359375,anonymous,EN,AD5VT46FQDFP2,I remember during a Black Friday event there was a product on sale that was limited in quantity. The product was on a pallet and brought out by a store worker. As soon as the plastic wrap was taken off shoppers started trying to grab one.,,"People were pushing and shoving others to get to the pallet in order to grab one of the products. There was no regard for safety, courtesy, or respect for anyone else; pure selfishness.",4,5,1,5,3,4,7,2,2,1,1,1,2,22,1,8,3,,AD5VT46FQDFP2,competitive,Jennifer,she,her,her,She
2022-03-16 07:30:58,2022-03-16 07:39:53,0,67.6.109.169,100,534,1,2022-03-16 07:39:53,R_32Q0PqrBlpniVIP,,,,,38.93359375,-92.36299896240234375,anonymous,EN,AGRQAFDCB6WTN,,"I volunteer for a food pantry and am in charge of organizing an annual 5K. It has grown to the point of me not being able to do it alone so last year, I, or we, formed a committee to work on it together. We changed it to a Color Run.","We had meetings to discuss who would take on specific responsibilities and would keep in contact through a messaging app. We are continuing to get together now, every month to discuss this year's color run. We keep each other on task. It's very respectful and productive.",2,1,2,1,4,6,6,3,3,1,3,1,2,62,2,1,3,Sounds like my boss from the job I just quit. Some people never learn.,AGRQAFDCB6WTN,cooperative,Andrew,he,him,his,He
2022-03-16 07:32:18,2022-03-16 07:39:55,0,74.32.188.244,100,457,1,2022-03-16 07:39:55,R_1jlGXT9TYiaY1aO,,,,,45.704498291015625,-89.3865966796875,anonymous,EN,A1UXTOUNYQLFT6,"At my job, we were all up for the position of team lead for a new project. We had to submit our reasons why we should be chosen and also reasons why we felt team members would not be a good fit for this project.",,People submitted flaws about team members to cast them in a bad light. People stretched the truth about past experiences with team members to sabotage their chances of becoming team leader in the new project.,2,4,1,1,2,7,7,4,3,1,1,2,2,56,2,1,3,,A1UXTOUNYQLFT6,competitive,Andrew,he,him,his,He
2022-03-16 07:35:03,2022-03-16 07:40:10,0,66.216.209.188,100,306,1,2022-03-16 07:40:10,R_3J4O1w1vkkiedSu,,,,,33.3708038330078125,-84.815399169921875,anonymous,EN,A16V3PTDHQZAYU,,I felt cooperative doing community work with my co-workers. I got to understand and talk with my co-workers outside of work.,We shared all tasks no one had a specific role.,3,1,2,4,4,4,4,3,3,1,3,3,2,30,1,2,4,,A16V3PTDHQZAYU,cooperative,Jennifer,she,her,her,She
2022-03-16 07:33:56,2022-03-16 07:40:12,0,108.18.198.70,100,375,1,2022-03-16 07:40:12,R_cOwNd6TVF2XqOKB,,,,,38.885101318359375,-77.1802978515625,anonymous,EN,A1ARVYX1OWJRUK,"At work we had ""pitch events"" to try and get funding for new projects, and in some cases to retain funding of existing projects.  It involved laying out your project plan and funding request to the leader of the organization and some advisors.",,People did a lot of behind the scenes lobbying for projects in addition to crafting their pitches.  They tried to game the system by appealing to things they knew the leadership liked.,4,4,1,4,3,5,5,2,2,1,2,2,2,56,1,1,6,,A1ARVYX1OWJRUK,competitive,Andrew,he,him,his,He
2022-03-16 07:30:53,2022-03-16 07:42:56,0,152.86.135.140,100,723,1,2022-03-16 07:42:56,R_1DD4WCtGfwX7P2i,,,,,35.808807373046875,-88.75890350341796875,anonymous,EN,A2V4ZV1C7T906L,We were in competition to develop a presentation for our curriculum choice.  While it shouldn't have felt this way everyone believed that we would be promoted because of our work on this project so it felt very much like a dog eat dog type of project.  I felt that what should have been a positive experience devolved into a stressful one.,,Many of the teams wouldn't speak with members of the other teams and we even had one team that spied on the progress of competitors.  People would try to rush through certain aspects in order to get ahead of other teams.,4,4,1,3,3,6,7,1,1,1,1,1,2,55,2,1,5,Competition is good to a point but there is a right and a wrong way to be competitive.,A2V4ZV1C7T906L,competitive,Andrew,he,him,his,He
2022-03-16 07:38:29,2022-03-16 07:43:26,0,108.2.58.14,100,296,1,2022-03-16 07:43:26,R_1g8FYiwOdpqgBRp,,,,,40.0458984375,-75.53070068359375,anonymous,EN,A17O2N7IPH16FK,"During a reorganization where few jobs were remaining compared to number of co-workers who would get a severance, it felt competitive for the number of folks aiming to get one of those jobs.  Additionally, for those of us (myself included) that decided to look externally for jobs it was very competitive to stand out amongst an even larger crowd to land the best role for yourself.",,People started to hone in on external certifications and development that could make themselves stand out as more valuable ahead of the crowd - things they haven't done previously.,2,4,1,3,3,5,7,2,1,1,2,1,2,37,2,1,4,,A17O2N7IPH16FK,competitive,Jennifer,she,her,her,She
2022-03-16 07:31:41,2022-03-16 07:43:37,0,75.175.148.168,100,716,1,2022-03-16 07:43:37,R_DACoeTeZC2wxXIB,,,,,36.12359619140625,-115.27570343017578125,anonymous,EN,A30H8JHF1Y0NWX,"I play competitive Rocket League, it is an esport. I was in tournament 2 vs 2. My partner had a bad internet connection but we made it to the finals.",,"We were trying to win a game like soccer. They would often comment with sarcastic remarks to a missed goal or scoring a point like 'what a save' or boast and taunt by saying 'wow, or omg'. My partner left me alone when we were losing, he must've rage quit.",1,5,1,5,6,2,6,2,3,2,1,1,2,42,1,4,3,,A30H8JHF1Y0NWX,competitive,Jennifer,she,her,her,She
2022-03-16 07:38:38,2022-03-16 07:44:13,0,8.40.49.210,100,334,1,2022-03-16 07:44:14,R_3gUb1DV3ULGXDJj,,,,,36.3751983642578125,-81.4893035888671875,anonymous,EN,A2FUNB3BUB3U07,"Recently, I was at a workshop for young conductors in Spain. During this workshop, participants would be selected to conduct on the final concert, and this required that we make a strong impression on the orchestra. It was obvious that the participants were doing what they could to curry favor with the musicians, and I felt obliged to do what I could to sway the results in my favor.",,"People were using their rehearsal time to assert their authority. That is to say, many people said and did things while on the podium that conveyed dominance and expertise. ",1,4,1,6,7,1,2,4,4,4,5,4,2,30,1,1,4,,A2FUNB3BUB3U07,competitive,Andrew,he,him,his,He
2022-03-16 07:39:56,2022-03-16 07:44:25,0,202.182.64.195,100,269,1,2022-03-16 07:44:25,R_3s7Di4VrEnKN1vc,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A2WZ22AOZSBSX4,,Offer to help out another team member if you notice that they are overloaded. Volunteer to cover a colleague's work while they're on leave. Consider allowing people to work from home to help them achieve a better work/life balance .,"This situation may have brought out the best in people, with everyone working toward a common goal; instead of being selfish, people pulled together, helped each other, and trusted one another. In general, people showed compassion and acted in harmony. This should be a situation where you were personally involved.",5,5,1,6,7,7,6,5,5,4,4,4,2,37,1,2,5,GOOD,A2WZ22AOZSBSX4,cooperative,Jennifer,she,her,her,She
2022-03-16 07:36:02,2022-03-16 07:44:38,0,98.160.224.12,100,515,1,2022-03-16 07:44:38,R_3QY2NtPEwYHC02L,,,,,36.002105712890625,-115.147003173828125,anonymous,EN,A3NUWL1Y6P0I7U,,My company recently held a fundraiser for homeless people in my city. Everyone pulled together to make it a success.,"Employees donated their time to send emails, letters, makes signs and posters and alert the community to the event. They worked in teams of 4 and helped each other with their duties.",1,1,2,2,2,6,6,1,1,1,1,1,2,74,2,1,4,,A3NUWL1Y6P0I7U,cooperative,Andrew,he,him,his,He
2022-03-16 07:39:24,2022-03-16 07:45:00,0,73.86.48.132,100,336,1,2022-03-16 07:45:00,R_1fmikC2Ty17AR9d,,,,,39.456695556640625,-76.96959686279296875,anonymous,EN,A28APJKWR06OMJ,,"My office hosted a Pop-Up Career Closet on the college campus where I work. When donations weren’t going to well, coworkers reached out to their personal networks, and we ended up tripling out donations in less than two days. Everyone worked together to organize the new donations instead of taking credit for only their donations.  ","Everyone agreed to reach out to their personal network on social media. I coordinated common language for everyone to use, but everyone helped spread the message.",1,1,2,5,6,5,5,2,2,1,1,1,2,30,2,1,4,,A28APJKWR06OMJ,cooperative,Jennifer,she,her,her,She
2022-03-16 07:39:40,2022-03-16 07:45:16,0,68.11.66.138,100,335,1,2022-03-16 07:45:16,R_21cgasNBlxzIepd,,,,,29.950897216796875,-90.10070037841796875,anonymous,EN,ABN6GDFW4N8AK,,"A big hurricane came through around six months ago.  The storm was bad, but the aftermath was even worse.  The power to the entire city went out and no trucks were delivering supplies.  It was difficult to get water and ice.",My neighbors and I were forced out of our houses and we began to communicate.  We shared supplies and cooked off food for one another.  We helped get cell phones charged and plugged up damage from the storm.,2,1,2,5,5,5,6,2,2,1,3,2,2,45,1,1,4,Thanks!,ABN6GDFW4N8AK,cooperative,Andrew,he,him,his,He
2022-03-16 07:34:51,2022-03-16 07:45:46,0,107.77.192.107,100,655,1,2022-03-16 07:45:46,R_1LMzYMSL9h2fNwF,,,,,42.4651947021484375,-83.37129974365234375,anonymous,EN,A32SIL15SH1UA9,"My friends and I play in an adult basketball tournament every year.  Most of the guys on my team and all the other teams (including myself), played either high school basketball or college basketball.  There is an entry fee for the tournament and half the money is donated to charity, while the other half is spent on holding the event and the winning team is given the remainder.  Because of this, the games are very competitive and cheating does take place.",,Doing anything they can to win.  This means that they would intentionally foul people and try to get away with breaking the rules of basketball while the referree isn't looking to gain a competitive advantage.,2,5,1,6,6,3,5,2,4,1,1,1,2,34,1,1,4,Happy to participate.  I hope my input is beneficial to your study.,A32SIL15SH1UA9,competitive,Jennifer,she,her,her,She
2022-03-16 07:41:05,2022-03-16 07:46:51,0,24.127.50.86,100,345,1,2022-03-16 07:46:51,R_OycnCVXzbov4YTv,,,,,42.928497314453125,-83.63320159912109375,anonymous,EN,A3S2JF77XPTHZ5,,I volunteered to give out water to my community. I had to work with a team of people and coordinate ourselves that benefited everyone. We handed water to each other to make things easier on everyone.,They handed water to each other in a line that ended at the vehicle that was receiving the water. It made everything easier on everyone.,4,5,2,7,7,1,2,5,4,5,3,4,2,28,1,2,3,,A3S2JF77XPTHZ5,cooperative,Andrew,he,him,his,He
2022-03-16 07:39:59,2022-03-16 07:48:05,0,152.44.6.124,100,486,1,2022-03-16 07:48:06,R_5mxadV9Qc9bbz6V,,,,,34.2239990234375,-82.16249847412109375,anonymous,EN,A1REJE4H1KLBXY,"There was a time when I was in a very competitive golf tournament.  The competitor and I were in the finishing holes tied neck & neck.  At the end of 4 hours, excessive heat and the will to finish, we were still tied at the end of 18.  So, we went into the 19th hold and I was defeated by 1 putt.  Fun, but winning is not everything to me.  Fun is!",,"My opponent was extremely competitive - I am just the opposite!  Perhaps if I had been more focused, I would have won.  But, that didn't happen and I lost.  Life goes on.....",2,5,1,7,6,6,7,3,2,3,2,2,2,69,2,1,5,,A1REJE4H1KLBXY,competitive,Andrew,he,him,his,He
2022-03-16 07:36:06,2022-03-16 07:48:23,0,65.130.20.139,100,737,1,2022-03-16 07:48:23,R_2urmRX8YyKDbFS2,,,,,40.55810546875,-111.92220306396484375,anonymous,EN,A39GP79ULCP9J2,,"This past month I was prompted to engage with a non-profit that had helped me with caregiving duties over the years. While reading an email update from the National Alliance for Caregiving a call for proposals caught my eye. The 2022 World Carers Conversation takes place virtually on May 19th and I felt my experience would be valuable. After speaking to colleagues, family, and friends I decided to write two proposals in order to present at the conference. Both proposals were submitted on March 13, 2022. As an empty nester who now lives alone I often rely on my intuition when I write, though I also discussed the project with my grown son who offered technical advice, and my publisher who is very supportive. I have a close friend who I often turn to when I need a reader who will share constructive criticism. ",The constructive criticism and honest feedback were the most valuable aspects. My best friend is very candid with me and will not sugar coat their answers which is what I appreciate.,1,1,2,3,3,5,6,2,2,1,1,1,2,56,2,1,4,,A39GP79ULCP9J2,cooperative,Jennifer,she,her,her,She
2022-03-16 07:43:58,2022-03-16 07:48:51,0,108.40.78.66,100,293,1,2022-03-16 07:48:52,R_bJgBgQGpynktp6x,,,,,39.17010498046875,-76.854400634765625,anonymous,EN,A2ZLXKSXKYASKI,,It was fun to work with 5 friends for a collect funds for a charity. Each one of us worked hard to support the charity.,We coordinated the areas where we were going to advertise for funds. We coordinated amount collected and helped each other to reach there fund goals.,1,1,2,5,5,7,7,3,2,1,2,2,2,44,1,5,5,,A2ZLXKSXKYASKI,cooperative,Andrew,he,him,his,He
2022-03-16 07:44:55,2022-03-16 07:49:03,0,24.247.213.197,100,247,1,2022-03-16 07:49:03,R_3nrdYnEfhJYfc6a,,,,,43.6381072998046875,-84.20290374755859375,anonymous,EN,A3RN5GD583FY4K,,We had a meeting at church not too long ago where we spent an hour thinking through how we could best love people as we all work through the unsteady times of the pandemic. We were all very much on the same page in our thinking,People offered ideas and the others listened and also offered feedback and encouraged one another.,1,1,2,2,3,5,7,4,4,1,1,1,2,41,1,1,4,,A3RN5GD583FY4K,cooperative,Jennifer,she,her,her,She
2022-03-16 07:39:57,2022-03-16 07:49:05,0,98.190.60.183,100,548,1,2022-03-16 07:49:06,R_6G61xmnE5Dvejdv,,,,,36.9886016845703125,-76.41429901123046875,anonymous,EN,A3NQCQFCEMUSUO,,"During the COVID-19 Pandemic, the company I work for had to make important decisions for the health and safety of the employees and clients we serve.","Employees wore face masks and social distanced as much as possible. When vaccines became available, most employees were vaccinated.",3,2,2,3,3,5,7,2,1,1,1,1,2,59,1,2,3,,A3NQCQFCEMUSUO,cooperative,Andrew,he,him,his,He
2022-03-16 07:37:58,2022-03-16 07:49:07,0,184.155.107.68,100,669,1,2022-03-16 07:49:08,R_3NFoB5g3SrCVrUR,,,,,33.652801513671875,-85.84169769287109375,anonymous,EN,A1OZN075MPLC9V,,"there was a family that was involved in a house fire. they were well liked and respected in our neighborhood, they were from a different state and didnt have family near","people got together to raise money and goods for this family, people sold baked goods and did a online donation campaign for this family. ",5,1,2,5,4,5,7,4,4,4,3,4,2,52,1,1,3,,A1OZN075MPLC9V,cooperative,Jennifer,she,her,her,She
2022-03-16 07:42:54,2022-03-16 07:49:20,0,97.82.218.203,100,386,1,2022-03-16 07:49:20,R_3JIOulp0iHEOyup,,,,,35.539703369140625,-82.51509857177734375,anonymous,EN,AJ8YRFXUNYNIH,I entered a gravel bike race. There were nearly 100 people entered. It was highly competitive.,,People did whatever they could to gain an advantage. Many times the tactics were unsafe. They would pass you and not tell you they were coming up behind you. I saw several people crash because they took turns too quickly.,2,5,1,3,5,5,7,2,2,1,1,2,2,63,2,1,4,,AJ8YRFXUNYNIH,competitive,Andrew,he,him,his,He
2022-03-16 07:42:19,2022-03-16 07:49:25,0,69.201.151.41,100,426,1,2022-03-16 07:49:25,R_1db4AnWczH6wjw0,,,,,40.7512969970703125,-73.88300323486328125,anonymous,EN,A3KMHEU7R16RVE,,"It was the yearly function for the company and as an Intern, they wanted me to set up the games and clarify rules and stuff like that, I guess because I was the only one there with a little kid.",They helped me fill the bins and gave me suggestions. They helped me carry the bins.,4,1,2,5,4,4,5,5,5,5,5,5,1,40,2,2,4,no,A3KMHEU7R16RVE,cooperative,Jennifer,she,her,her,She
2022-03-16 07:44:32,2022-03-16 07:49:28,0,74.209.44.215,100,296,1,2022-03-16 07:49:29,R_24k5n4IMXyI1rSs,,,,,43.9375,-70.9044036865234375,anonymous,EN,ABXL9SD1N6ZQZ,I was in a credit card application blitz week at work. Everyone was to sell credit cards to our customers and we all had goals to meet.,,"People would stab you in the back and come over to a customer you were talking with and hand them their credit card application. I was talking with a regular customer, introducing our credit card special, and a coworker had the guts to walk over and hand them their application and say ""You should apply"". I couldn't believe they would stab me in the back that way.",3,3,1,3,2,6,7,1,1,1,1,1,2,44,2,1,4,,ABXL9SD1N6ZQZ,competitive,Jennifer,she,her,her,She
2022-03-16 07:45:21,2022-03-16 07:49:30,0,108.35.36.201,100,249,1,2022-03-16 07:49:30,R_1NEWJEjLVwMqA9l,,,,,40.9734954833984375,-73.96070098876953125,anonymous,EN,A2IC2PVR57RY5C,"A very competitive situation I've been in recently was running a half marathon this past fall. I had never run one before and was not much of a distance runner. I wanted to run it just to have fun, but halfway though I really wanted to beat other runners. I did not do anything underhanded but I did push myself harder than I imagined I would. ",,"Everyone was running their hardest and trying to get a good time and to beat other runners. ",1,4,1,5,6,2,4,2,2,1,2,1,2,35,1,4,4,,A2IC2PVR57RY5C,competitive,Jennifer,she,her,her,She
